,날짜,행정구역,항목,미세먼지배출량
942,2005,광주광역시,도로이동오염원,537975.0
943,2005,광주광역시,비도로이동오염원,102564.0
944,2005,광주광역시,폐기물처리,1181.0
945,2005,대전광역시,배출원대분류 합계,906226.0
946,2005,대전광역시,에너지산업 연소,2895.0
947,2005,대전광역시,비산업 연소,53761.0
948,2005,대전광역시,제조업 연소,3251.0
949,2005,대전광역시,생산공정,225.0
950,2005,대전광역시,도로이동오염원,716114.0
951,2005,대전광역시,비도로이동오염원,127448.0
952,2005,대전광역시,폐기물처리,2533.0
953,2005,울산광역시,배출원대분류 합계,9915971.0
954,2005,울산광역시,에너지산업 연소,312634.0
955,2005,울산광역시,비산업 연소,284381.0
956,2005,울산광역시,제조업 연소,6939854.0
957,2005,울산광역시,생산공정,1474750.0
958,2005,울산광역시,도로이동오염원,576016.0
959,2005,울산광역시,비도로이동오염원,324658.0
960,2005,울산광역시,폐기물처리,3677.0
961,2005,경기도,배출원대분류 합계,8945303.0
962,2005,경기도,에너지산업 연소,469700.0
963,2005,경기도,비산업 연소,716363.0
964,2005,경기도,제조업 연소,871782.0
965,2005,경기도,생산공정,130094.0
966,2005,경기도,도로이동오염원,5443158.0
967,2005,경기도,비도로이동오염원,1296300.0
968,2005,경기도,폐기물처리,17906.0
969,2005,강원도,배출원대분류 합계,5051265.0
970,2005,강원도,에너지산업 연소,218969.0
971,2005,강원도,비산업 연소,141377.0
972,2005,강원도,제조업 연소,3323101.0
973,2005,강원도,생산공정,31978.0
974,2005,강원도,도로이동오염원,1007853.0
975,2005,강원도,비도로이동오염원,327373.0
976,2005,강원도,폐기물처리,614.0
977,2005,충청북도,배출원대분류 합계,3968003.0
978,2005,충청북도,에너지산업 연소,4922.0
979,2005,충청북도,비산업 연소,263781.0
980,2005,충청북도,제조업 연소,1991702.0
981,2005,충청북도,생산공정,71923.0
982,2005,충청북도,도로이동오염원,1281442.0
983,2005,충청북도,비도로이동오염원,349781.0
984,2005,충청북도,폐기물처리,4450.0
985,2005,충청남도,배출원대분류 합계,5469395.0
986,2005,충청남도,에너지산업 연소,3180976.0
987,2005,충청남도,비산업 연소,115516.0
988,2005,충청남도,제조업 연소,58644.0
989,2005,충청남도,생산공정,217941.0
990,2005,충청남도,도로이동오염원,1330249.0
991,2005,충청남도,비도로이동오염원,562616.0
992,2005,충청남도,폐기물처리,3453.0
993,2005,전라북도,배출원대분류 합계,2462684.0
994,2005,전라북도,에너지산업 연소,3385.0
995,2005,전라북도,비산업 연소,113095.0
996,2005,전라북도,제조업 연소,644542.0
997,2005,전라북도,생산공정,94727.0
998,2005,전라북도,도로이동오염원,1315237.0
999,2005,전라북도,비도로이동오염원,286342.0
1000,2005,전라북도,폐기물처리,5355.0
1001,2005,전라남도,배출원대분류 합계,5665635.0
1002,2005,전라남도,에너지산업 연소,255637.0
1003,2005,전라남도,비산업 연소,132365.0
1004,2005,전라남도,제조업 연소,404978.0
1005,2005,전라남도,생산공정,2674434.0
1006,2005,전라남도,도로이동오염원,1404912.0
1007,2005,전라남도,비도로이동오염원,788555.0
1008,2005,전라남도,폐기물처리,4754.0
1009,2005,경상북도,배출원대분류 합계,5737057.0
1010,2005,경상북도,에너지산업 연소,137538.0
1011,2005,경상북도,비산업 연소,229012.0
1012,2005,경상북도,제조업 연소,857079.0
1013,2005,경상북도,생산공정,1810503.0
1014,2005,경상북도,도로이동오염원,2047866.0
1015,2005,경상북도,비도로이동오염원,652192.0
1016,2005,경상북도,폐기물처리,2866.0
1017,2005,경상남도,배출원대분류 합계,5479320.0
1018,2005,경상남도,에너지산업 연소,2542559.0
1019,2005,경상남도,비산업 연소,115789.0
1020,2005,경상남도,제조업 연소,52971.0
1021,2005,경상남도,생산공정,41270.0
1022,2005,경상남도,도로이동오염원,2090172.0
1023,2005,경상남도,비도로이동오염원,632016.0
1024,2005,경상남도,폐기물처리,4544.0
1025,2005,제주특별자치도,배출원대분류 합계,455523.0
1026,2005,제주특별자치도,에너지산업 연소,28780.0
1027,2005,제주특별자치도,비산업 연소,53202.0
1028,2005,제주특별자치도,제조업 연소,1073.0
1029,2005,제주특별자치도,도로이동오염원,288448.0
1030,2005,제주특별자치도,비도로이동오염원,83369.0
1031,2005,제주특별자치도,폐기물처리,652.0
1032,2005,수도권,배출원대분류 합계,15983670.0
1033,2005,수도권,에너지산업 연소,1018560.0
1034,2005,수도권,비산업 연소,1119241.0
1035,2005,수도권,제조업 연소,1097083.0
1036,2005,수도권,생산공정,437484.0
1037,2005,수도권,도로이동오염원,9766251.0
1038,2005,수도권,비도로이동오염원,2520152.0
1039,2005,수도권,폐기물처리,24899.0
1040,2005,수도권 대기관리권역,배출원대분류 합계,14764014.0
1041,2005,수도권 대기관리권역,에너지산업 연소,1018560.0
1042,2005,수도권 대기관리권역,비산업 연소,1093220.0
1043,2005,수도권 대기관리권역,제조업 연소,935820.0
1044,2005,수도권 대기관리권역,생산공정,389780.0
1045,2005,수도권 대기관리권역,도로이동오염원,8929236.0
1046,2005,수도권 대기관리권역,비도로이동오염원,2373175.0
1047,2005,수도권 대기관리권역,폐기물처리,24221.0
1048,2006,전국,배출원대분류 합계,64794891.0
1049,2006,전국,에너지산업 연소,7700570.0
1050,2006,전국,비산업 연소,3577128.0
1051,2006,전국,제조업 연소,14348903.0
1052,2006,전국,생산공정,6369718.0
1053,2006,전국,도로이동오염원,23910639.0
1054,2006,전국,비도로이동오염원,8603659.0
1055,2006,전국,폐기물처리,284275.0
1056,2006,서울특별시,배출원대분류 합계,3432990.0
1057,2006,서울특별시,에너지산업 연소,7003.0
1058,2006,서울특별시,비산업 연소,363265.0
1059,2006,서울특별시,제조업 연소,3852.0
1060,2006,서울특별시,도로이동오염원,2690208.0
1061,2006,서울특별시,비도로이동오염원,349482.0
1062,2006,서울특별시,폐기물처리,19180.0
1063,2006,부산광역시,배출원대분류 합계,3485691.0
1064,2006,부산광역시,에너지산업 연소,359217.0
1065,2006,부산광역시,비산업 연소,262055.0
1066,2006,부산광역시,제조업 연소,285612.0
1067,2006,부산광역시,생산공정,38845.0
1068,2006,부산광역시,도로이동오염원,1591754.0
1069,2006,부산광역시,비도로이동오염원,931758.0
1070,2006,부산광역시,폐기물처리,16450.0
1071,2006,대구광역시,배출원대분류 합계,2246695.0
1072,2006,대구광역시,에너지산업 연소,111142.0
1073,2006,대구광역시,비산업 연소,261735.0
1074,2006,대구광역시,제조업 연소,463883.0
1075,2006,대구광역시,생산공정,234.0
1076,2006,대구광역시,도로이동오염원,1071620.0
1077,2006,대구광역시,비도로이동오염원,330986.0
1078,2006,대구광역시,폐기물처리,7095.0
1079,2006,인천광역시,배출원대분류 합계,2565709.0
1080,2006,인천광역시,에너지산업 연소,541598.0
1081,2006,인천광역시,비산업 연소,62009.0
1082,2006,인천광역시,제조업 연소,189074.0
1083,2006,인천광역시,생산공정,132651.0
1084,2006,인천광역시,도로이동오염원,1309795.0
1085,2006,인천광역시,비도로이동오염원,308896.0
1086,2006,인천광역시,폐기물처리,21686.0
1087,2006,광주광역시,배출원대분류 합계,706219.0
1088,2006,광주광역시,비산업 연소,72716.0
1089,2006,광주광역시,제조업 연소,4684.0
1090,2006,광주광역시,생산공정,56.0
1091,2006,광주광역시,도로이동오염원,431324.0
1092,2006,광주광역시,비도로이동오염원,188295.0
1093,2006,광주광역시,폐기물처리,9145.0
1094,2006,대전광역시,배출원대분류 합계,832889.0
1095,2006,대전광역시,에너지산업 연소,3433.0
1096,2006,대전광역시,비산업 연소,88020.0
1097,2006,대전광역시,제조업 연소,4960.0
1098,2006,대전광역시,생산공정,301.0
1099,2006,대전광역시,도로이동오염원,622000.0
1100,2006,대전광역시,비도로이동오염원,102618.0
1101,2006,대전광역시,폐기물처리,11558.0
1102,2006,울산광역시,배출원대분류 합계,8924729.0
1103,2006,울산광역시,에너지산업 연소,362107.0
1104,2006,울산광역시,비산업 연소,398927.0
1105,2006,울산광역시,제조업 연소,6050272.0
1106,2006,울산광역시,생산공정,1177124.0
1107,2006,울산광역시,도로이동오염원,533942.0
1108,2006,울산광역시,비도로이동오염원,388631.0
1109,2006,울산광역시,폐기물처리,13725.0
1110,2006,경기도,배출원대분류 합계,8660486.0
1111,2006,경기도,에너지산업 연소,475149.0
1112,2006,경기도,비산업 연소,659569.0
1113,2006,경기도,제조업 연소,789933.0
1114,2006,경기도,생산공정,194297.0
1115,2006,경기도,도로이동오염원,5170056.0
1116,2006,경기도,비도로이동오염원,1301943.0
1117,2006,경기도,폐기물처리,69539.0
1118,2006,강원도,배출원대분류 합계,4495505.0
1119,2006,강원도,에너지산업 연소,144314.0
1120,2006,강원도,비산업 연소,169115.0
1121,2006,강원도,제조업 연소,2764101.0
1122,2006,강원도,생산공정,50731.0
1123,2006,강원도,도로이동오염원,973137.0
1124,2006,강원도,비도로이동오염원,392230.0
1125,2006,강원도,폐기물처리,1876.0
1126,2006,충청북도,배출원대분류 합계,3953762.0
1127,2006,충청북도,에너지산업 연소,5853.0
1128,2006,충청북도,비산업 연소,352184.0
1129,2006,충청북도,제조업 연소,1861598.0
1130,2006,충청북도,생산공정,72211.0
1131,2006,충청북도,도로이동오염원,1227132.0
1132,2006,충청북도,비도로이동오염원,415595.0
1133,2006,충청북도,폐기물처리,19189.0
1134,2006,충청남도,배출원대분류 합계,5663276.0
1135,2006,충청남도,에너지산업 연소,3132637.0
1136,2006,충청남도,비산업 연소,140449.0
1137,2006,충청남도,제조업 연소,75182.0
1138,2006,충청남도,생산공정,167151.0
1139,2006,충청남도,도로이동오염원,1386708.0
1140,2006,충청남도,비도로이동오염원,746241.0
1141,2006,충청남도,폐기물처리,14908.0
1142,2006,전라북도,배출원대분류 합계,2559550.0
1143,2006,전라북도,에너지산업 연소,2988.0
1144,2006,전라북도,비산업 연소,151845.0
1145,2006,전라북도,제조업 연소,597533.0
1146,2006,전라북도,생산공정,53044.0
1147,2006,전라북도,도로이동오염원,1311942.0
1148,2006,전라북도,비도로이동오염원,417463.0
1149,2006,전라북도,폐기물처리,24735.0
1150,2006,전라남도,배출원대분류 합계,5568193.0
1151,2006,전라남도,에너지산업 연소,187744.0
1152,2006,전라남도,비산업 연소,129610.0
1153,2006,전라남도,제조업 연소,385279.0
1154,2006,전라남도,생산공정,2618417.0
1155,2006,전라남도,도로이동오염원,1361952.0
1156,2006,전라남도,비도로이동오염원,874648.0
1157,2006,전라남도,폐기물처리,10544.0
1158,2006,경상북도,배출원대분류 합계,5906635.0
1159,2006,경상북도,에너지산업 연소,117171.0
1160,2006,경상북도,비산업 연소,285602.0
1161,2006,경상북도,제조업 연소,786151.0
1162,2006,경상북도,생산공정,1791832.0
1163,2006,경상북도,도로이동오염원,1974689.0
1164,2006,경상북도,비도로이동오염원,933363.0
1165,2006,경상북도,폐기물처리,17828.0
1166,2006,경상남도,배출원대분류 합계,5415249.0
1167,2006,경상남도,에너지산업 연소,2213374.0
1168,2006,경상남도,비산업 연소,146780.0
1169,2006,경상남도,제조업 연소,84870.0
1170,2006,경상남도,생산공정,72785.0
1171,2006,경상남도,도로이동오염원,2043678.0
1172,2006,경상남도,비도로이동오염원,830038.0
1173,2006,경상남도,폐기물처리,23723.0
1174,2006,제주특별자치도,배출원대분류 합계,377314.0
1175,2006,제주특별자치도,에너지산업 연소,36841.0
1176,2006,제주특별자치도,비산업 연소,33247.0
1177,2006,제주특별자치도,제조업 연소,1920.0
1178,2006,제주특별자치도,생산공정,39.0
1179,2006,제주특별자치도,도로이동오염원,210702.0
1180,2006,제주특별자치도,비도로이동오염원,91472.0
1181,2006,제주특별자치도,폐기물처리,3094.0
1182,2006,수도권,배출원대분류 합계,14659184.0
1183,2006,수도권,에너지산업 연소,1023749.0
1184,2006,수도권,비산업 연소,1084843.0
1185,2006,수도권,제조업 연소,982859.0
1186,2006,수도권,생산공정,326948.0
1187,2006,수도권,도로이동오염원,9170059.0
1188,2006,수도권,비도로이동오염원,1960320.0
1189,2006,수도권,폐기물처리,110405.0
1190,2006,수도권 대기관리권역,배출원대분류 합계,13024475.0
1191,2006,수도권 대기관리권역,에너지산업 연소,662908.0
1192,2006,수도권 대기관리권역,비산업 연소,1057357.0
1193,2006,수도권 대기관리권역,제조업 연소,838200.0
1194,2006,수도권 대기관리권역,생산공정,270838.0
1195,2006,수도권 대기관리권역,도로이동오염원,8318577.0
1196,2006,수도권 대기관리권역,비도로이동오염원,1770394.0
1197,2006,수도권 대기관리권역,폐기물처리,106201.0
1198,2007,전국,배출원대분류 합계,98142981.0
1199,2007,전국,에너지산업 연소,2950748.0
1200,2007,전국,비산업 연소,2207580.0
1201,2007,전국,제조업 연소,53143946.0
1202,2007,전국,생산공정,6073914.0
1203,2007,전국,도로이동오염원,22694143.0
1204,2007,전국,비도로이동오염원,10477175.0
1205,2007,전국,폐기물처리,301877.0
1206,2007,전국,기타 면오염원,293599.0
1207,2007,서울특별시,배출원대분류 합계,3919562.0
1208,2007,서울특별시,에너지산업 연소,12580.0
1209,2007,서울특별시,비산업 연소,278060.0
1210,2007,서울특별시,제조업 연소,5378.0
1211,2007,서울특별시,생산공정,0.0
1212,2007,서울특별시,도로이동오염원,1911362.0
1213,2007,서울특별시,비도로이동오염원,1651864.0
1214,2007,서울특별시,폐기물처리,22019.0
1215,2007,서울특별시,기타 면오염원,38301.0
1216,2007,부산광역시,배출원대분류 합계,2959168.0
1217,2007,부산광역시,에너지산업 연소,81647.0
1218,2007,부산광역시,비산업 연소,232437.0
1219,2007,부산광역시,제조업 연소,237307.0
1220,2007,부산광역시,생산공정,40905.0
1221,2007,부산광역시,도로이동오염원,1505875.0
1222,2007,부산광역시,비도로이동오염원,828232.0
1223,2007,부산광역시,폐기물처리,16791.0
1224,2007,부산광역시,기타 면오염원,15974.0
1225,2007,대구광역시,배출원대분류 합계,1993122.0
1226,2007,대구광역시,에너지산업 연소,18610.0
1227,2007,대구광역시,비산업 연소,94972.0
1228,2007,대구광역시,제조업 연소,570614.0
1229,2007,대구광역시,생산공정,480.0
1230,2007,대구광역시,도로이동오염원,1031050.0
1231,2007,대구광역시,비도로이동오염원,251574.0
1232,2007,대구광역시,폐기물처리,13363.0
1233,2007,대구광역시,기타 면오염원,12459.0
1234,2007,인천광역시,배출원대분류 합계,2465706.0
1235,2007,인천광역시,에너지산업 연소,367341.0
1236,2007,인천광역시,비산업 연소,55441.0
1237,2007,인천광역시,제조업 연소,99668.0
1238,2007,인천광역시,생산공정,292539.0
1239,2007,인천광역시,도로이동오염원,988235.0
1240,2007,인천광역시,비도로이동오염원,629037.0
1241,2007,인천광역시,폐기물처리,20141.0
1242,2007,인천광역시,기타 면오염원,13303.0
1243,2007,광주광역시,배출원대분류 합계,651637.0
1244,2007,광주광역시,에너지산업 연소,0.0
1245,2007,광주광역시,비산업 연소,62660.0
1246,2007,광주광역시,제조업 연소,3237.0
1247,2007,광주광역시,생산공정,137.0
1248,2007,광주광역시,도로이동오염원,455100.0
1249,2007,광주광역시,비도로이동오염원,119284.0
1250,2007,광주광역시,폐기물처리,4268.0
1251,2007,광주광역시,기타 면오염원,6951.0
1252,2007,대전광역시,배출원대분류 합계,819741.0
1253,2007,대전광역시,에너지산업 연소,4147.0
1254,2007,대전광역시,비산업 연소,81086.0
1255,2007,대전광역시,제조업 연소,4584.0
1256,2007,대전광역시,생산공정,772.0
1257,2007,대전광역시,도로이동오염원,579735.0
1258,2007,대전광역시,비도로이동오염원,131495.0
1259,2007,대전광역시,폐기물처리,8126.0
1260,2007,대전광역시,기타 면오염원,9797.0
1261,2007,울산광역시,배출원대분류 합계,9797367.0
1262,2007,울산광역시,에너지산업 연소,204738.0
1263,2007,울산광역시,비산업 연소,40755.0
1264,2007,울산광역시,제조업 연소,7485862.0
1265,2007,울산광역시,생산공정,927998.0
1266,2007,울산광역시,도로이동오염원,599174.0
1267,2007,울산광역시,비도로이동오염원,509455.0
1268,2007,울산광역시,폐기물처리,19539.0
1269,2007,울산광역시,기타 면오염원,9846.0
1270,2007,경기도,배출원대분류 합계,8474622.0
1271,2007,경기도,에너지산업 연소,206492.0
1272,2007,경기도,비산업 연소,210308.0
1273,2007,경기도,제조업 연소,852960.0
1274,2007,경기도,생산공정,118717.0
1275,2007,경기도,도로이동오염원,4871664.0
1276,2007,경기도,비도로이동오염원,2066013.0
1277,2007,경기도,폐기물처리,87324.0
1278,2007,경기도,기타 면오염원,61144.0
1279,2007,강원도,배출원대분류 합계,9484557.0
1280,2007,강원도,에너지산업 연소,76174.0
1281,2007,강원도,비산업 연소,159790.0
1282,2007,강원도,제조업 연소,7698046.0
1283,2007,강원도,생산공정,43491.0
1284,2007,강원도,도로이동오염원,1035976.0
1285,2007,강원도,비도로이동오염원,452616.0
1286,2007,강원도,폐기물처리,1966.0
1287,2007,강원도,기타 면오염원,16499.0
1288,2007,충청북도,배출원대분류 합계,5097363.0
1289,2007,충청북도,에너지산업 연소,5216.0
1290,2007,충청북도,비산업 연소,166154.0
1291,2007,충청북도,제조업 연소,3215896.0
1292,2007,충청북도,생산공정,80236.0
1293,2007,충청북도,도로이동오염원,1224736.0
1294,2007,충청북도,비도로이동오염원,377392.0
1295,2007,충청북도,폐기물처리,21406.0
1296,2007,충청북도,기타 면오염원,6328.0
1297,2007,충청남도,배출원대분류 합계,3814335.0
1298,2007,충청남도,에너지산업 연소,1235935.0
1299,2007,충청남도,비산업 연소,120759.0
1300,2007,충청남도,제조업 연소,143594.0
1301,2007,충청남도,생산공정,130211.0
1302,2007,충청남도,도로이동오염원,1473148.0
1303,2007,충청남도,비도로이동오염원,683127.0
1304,2007,충청남도,폐기물처리,10315.0
1305,2007,충청남도,기타 면오염원,17244.0
1306,2007,전라북도,배출원대분류 합계,1923400.0
1307,2007,전라북도,에너지산업 연소,4518.0
1308,2007,전라북도,비산업 연소,134755.0
1309,2007,전라북도,제조업 연소,99324.0
1310,2007,전라북도,생산공정,28574.0
1311,2007,전라북도,도로이동오염원,1258471.0
1312,2007,전라북도,비도로이동오염원,367171.0
1313,2007,전라북도,폐기물처리,18275.0
1314,2007,전라북도,기타 면오염원,12312.0
1315,2007,전라남도,배출원대분류 합계,25351528.0
1316,2007,전라남도,에너지산업 연소,177965.0
1317,2007,전라남도,비산업 연소,119204.0
1318,2007,전라남도,제조업 연소,20681660.0
1319,2007,전라남도,생산공정,2150382.0
1320,2007,전라남도,도로이동오염원,1363513.0
1321,2007,전라남도,비도로이동오염원,826299.0
1322,2007,전라남도,폐기물처리,12947.0
1323,2007,전라남도,기타 면오염원,19559.0
1324,2007,경상북도,배출원대분류 합계,16923491.0
1325,2007,경상북도,에너지산업 연소,11798.0
1326,2007,경상북도,비산업 연소,261670.0
1327,2007,경상북도,제조업 연소,11646416.0
1328,2007,경상북도,생산공정,2174397.0
1329,2007,경상북도,도로이동오염원,2042473.0
1330,2007,경상북도,비도로이동오염원,751458.0
1331,2007,경상북도,폐기물처리,11766.0
1332,2007,경상북도,기타 면오염원,23514.0
1333,2007,경상남도,배출원대분류 합계,4005560.0
1334,2007,경상남도,에너지산업 연소,516736.0
1335,2007,경상남도,비산업 연소,120514.0
1336,2007,경상남도,제조업 연소,397028.0
1337,2007,경상남도,생산공정,84990.0
1338,2007,경상남도,도로이동오염원,2097774.0
1339,2007,경상남도,비도로이동오염원,732172.0
1340,2007,경상남도,폐기물처리,29387.0
1341,2007,경상남도,기타 면오염원,26958.0
1342,2007,제주특별자치도,배출원대분류 합계,461821.0
1343,2007,제주특별자치도,에너지산업 연소,26852.0
1344,2007,제주특별자치도,비산업 연소,69016.0
1345,2007,제주특별자치도,제조업 연소,2371.0
1346,2007,제주특별자치도,생산공정,87.0
1347,2007,제주특별자치도,도로이동오염원,255857.0
1348,2007,제주특별자치도,비도로이동오염원,99985.0
1349,2007,제주특별자치도,폐기물처리,4245.0
1350,2007,제주특별자치도,기타 면오염원,3409.0
1351,2007,수도권,배출원대분류 합계,14859890.0
1352,2007,수도권,에너지산업 연소,586413.0
1353,2007,수도권,비산업 연소,543808.0
1354,2007,수도권,제조업 연소,958006.0
1355,2007,수도권,생산공정,411256.0
1356,2007,수도권,도로이동오염원,7771261.0
1357,2007,수도권,비도로이동오염원,4346914.0
1358,2007,수도권,폐기물처리,129484.0
1359,2007,수도권,기타 면오염원,112749.0
1360,2007,수도권 대기관리권역,배출원대분류 합계,13523986.0
1361,2007,수도권 대기관리권역,에너지산업 연소,586413.0
1362,2007,수도권 대기관리권역,비산업 연소,500611.0
1363,2007,수도권 대기관리권역,제조업 연소,791604.0
1364,2007,수도권 대기관리권역,생산공정,357506.0
1365,2007,수도권 대기관리권역,도로이동오염원,6989398.0
1366,2007,수도권 대기관리권역,비도로이동오염원,4070556.0
1367,2007,수도권 대기관리권역,폐기물처리,126603.0
1368,2007,수도권 대기관리권역,기타 면오염원,101295.0
1369,2008,전국,배출원대분류 합계,110797341.0
1370,2008,전국,에너지산업 연소,3079516.0
1371,2008,전국,비산업 연소,2307137.0
1372,2008,전국,제조업 연소,73440747.0
1373,2008,전국,생산공정,5971222.0
1374,2008,전국,도로이동오염원,17937392.0
1375,2008,전국,비도로이동오염원,7400346.0
1376,2008,전국,폐기물처리,340424.0
1377,2008,전국,기타 면오염원,320557.0
1378,2008,서울특별시,배출원대분류 합계,2116491.0
1379,2008,서울특별시,에너지산업 연소,10521.0
1380,2008,서울특별시,비산업 연소,248733.0
1381,2008,서울특별시,제조업 연소,3701.0
1382,2008,서울특별시,도로이동오염원,1455851.0
1383,2008,서울특별시,비도로이동오염원,330279.0
1384,2008,서울특별시,폐기물처리,26421.0
1385,2008,서울특별시,기타 면오염원,40985.0
1386,2008,부산광역시,배출원대분류 합계,2043283.0
1387,2008,부산광역시,에너지산업 연소,62606.0
1388,2008,부산광역시,비산업 연소,223094.0
1389,2008,부산광역시,제조업 연소,150174.0
1390,2008,부산광역시,생산공정,26290.0
1391,2008,부산광역시,도로이동오염원,780476.0
1392,2008,부산광역시,비도로이동오염원,763822.0
1393,2008,부산광역시,폐기물처리,17976.0
1394,2008,부산광역시,기타 면오염원,18844.0
1395,2008,대구광역시,배출원대분류 합계,1398799.0
1396,2008,대구광역시,에너지산업 연소,22186.0
1397,2008,대구광역시,비산업 연소,103397.0
1398,2008,대구광역시,제조업 연소,402685.0
1399,2008,대구광역시,생산공정,692.0
1400,2008,대구광역시,도로이동오염원,698066.0
1401,2008,대구광역시,비도로이동오염원,140044.0
1402,2008,대구광역시,폐기물처리,16596.0
1403,2008,대구광역시,기타 면오염원,15134.0
1404,2008,인천광역시,배출원대분류 합계,1793426.0
1405,2008,인천광역시,에너지산업 연소,351731.0
1406,2008,인천광역시,비산업 연소,51454.0
1407,2008,인천광역시,제조업 연소,162899.0
1408,2008,인천광역시,생산공정,225334.0
1409,2008,인천광역시,도로이동오염원,562924.0
1410,2008,인천광역시,비도로이동오염원,403411.0
1411,2008,인천광역시,폐기물처리,21360.0
1412,2008,인천광역시,기타 면오염원,14285.0
1413,2008,광주광역시,배출원대분류 합계,464717.0
1414,2008,광주광역시,비산업 연소,59861.0
1415,2008,광주광역시,제조업 연소,2445.0
1416,2008,광주광역시,생산공정,172.0
1417,2008,광주광역시,도로이동오염원,285510.0
1418,2008,광주광역시,비도로이동오염원,101908.0
1419,2008,광주광역시,폐기물처리,3940.0
1420,2008,광주광역시,기타 면오염원,10881.0
1421,2008,대전광역시,배출원대분류 합계,464717.0
1422,2008,대전광역시,에너지산업 연소,4621.0
1423,2008,대전광역시,비산업 연소,90868.0
1424,2008,대전광역시,제조업 연소,4282.0
1425,2008,대전광역시,생산공정,464.0
1426,2008,대전광역시,도로이동오염원,376395.0
1427,2008,대전광역시,비도로이동오염원,172538.0
1428,2008,대전광역시,폐기물처리,16467.0
1429,2008,대전광역시,기타 면오염원,10150.0
1430,2008,울산광역시,배출원대분류 합계,7701320.0
1431,2008,울산광역시,에너지산업 연소,194158.0
1432,2008,울산광역시,비산업 연소,33022.0
1433,2008,울산광역시,제조업 연소,5685320.0
1434,2008,울산광역시,생산공정,956228.0
1435,2008,울산광역시,도로이동오염원,431313.0
1436,2008,울산광역시,비도로이동오염원,373105.0
1437,2008,울산광역시,폐기물처리,18754.0
1438,2008,울산광역시,기타 면오염원,9418.0
1439,2008,경기도,배출원대분류 합계,6826541.0
1440,2008,경기도,에너지산업 연소,176241.0
1441,2008,경기도,비산업 연소,216684.0
1442,2008,경기도,제조업 연소,678025.0
1443,2008,경기도,생산공정,61095.0
1444,2008,경기도,도로이동오염원,4003842.0
1445,2008,경기도,비도로이동오염원,1528281.0
1446,2008,경기도,폐기물처리,95580.0
1447,2008,경기도,기타 면오염원,66793.0
1448,2008,강원도,배출원대분류 합계,19892302.0
1449,2008,강원도,에너지산업 연소,82759.0
1450,2008,강원도,비산업 연소,173051.0
1451,2008,강원도,제조업 연소,18416328.0
1452,2008,강원도,생산공정,63806.0
1453,2008,강원도,도로이동오염원,854566.0
1454,2008,강원도,비도로이동오염원,280972.0
1455,2008,강원도,폐기물처리,3881.0
1456,2008,강원도,기타 면오염원,16939.0
1457,2008,충청북도,배출원대분류 합계,6106038.0
1458,2008,충청북도,에너지산업 연소,4033.0
1459,2008,충청북도,비산업 연소,168837.0
1460,2008,충청북도,제조업 연소,4469320.0
1461,2008,충청북도,생산공정,56318.0
1462,2008,충청북도,도로이동오염원,1102595.0
1463,2008,충청북도,비도로이동오염원,275199.0
1464,2008,충청북도,폐기물처리,16524.0
1465,2008,충청북도,기타 면오염원,13212.0
1466,2008,충청남도,배출원대분류 합계,3654260.0
1467,2008,충청남도,에너지산업 연소,1337002.0
1468,2008,충청남도,비산업 연소,131997.0
1469,2008,충청남도,제조업 연소,131179.0
1470,2008,충청남도,생산공정,84879.0
1471,2008,충청남도,도로이동오염원,1357312.0
1472,2008,충청남도,비도로이동오염원,583567.0
1473,2008,충청남도,폐기물처리,10152.0
1474,2008,충청남도,기타 면오염원,18173.0
1475,2008,전라북도,배출원대분류 합계,1580220.0
1476,2008,전라북도,에너지산업 연소,8129.0
1477,2008,전라북도,비산업 연소,130354.0
1478,2008,전라북도,제조업 연소,56986.0
1479,2008,전라북도,생산공정,27314.0
1480,2008,전라북도,도로이동오염원,994196.0
1481,2008,전라북도,비도로이동오염원,324601.0
1482,2008,전라북도,폐기물처리,25141.0
1483,2008,전라북도,기타 면오염원,13499.0
1484,2008,전라남도,배출원대분류 합계,32846676.0
1485,2008,전라남도,에너지산업 연소,219649.0
1486,2008,전라남도,비산업 연소,116863.0
1487,2008,전라남도,제조업 연소,28244643.0
1488,2008,전라남도,생산공정,2385560.0
1489,2008,전라남도,도로이동오염원,1079017.0
1490,2008,전라남도,비도로이동오염원,763568.0
1491,2008,전라남도,폐기물처리,17581.0
1492,2008,전라남도,기타 면오염원,19794.0
1493,2008,경상북도,배출원대분류 합계,19780333.0
1494,2008,경상북도,에너지산업 연소,13692.0
1495,2008,경상북도,비산업 연소,288650.0
1496,2008,경상북도,제조업 연소,14823697.0
1497,2008,경상북도,생산공정,1998548.0
1498,2008,경상북도,도로이동오염원,1919570.0
1499,2008,경상북도,비도로이동오염원,693753.0
1500,2008,경상북도,폐기물처리,17516.0
1501,2008,경상북도,기타 면오염원,24907.0
1502,2008,경상남도,배출원대분류 합계,3547299.0
1503,2008,경상남도,에너지산업 연소,566337.0
1504,2008,경상남도,비산업 연소,207850.0
1505,2008,경상남도,제조업 연소,206924.0
1506,2008,경상남도,생산공정,84412.0
1507,2008,경상남도,도로이동오염원,1860303.0
1508,2008,경상남도,비도로이동오염원,570576.0
1509,2008,경상남도,폐기물처리,27488.0
1510,2008,경상남도,기타 면오염원,23408.0
1511,2008,제주특별자치도,배출원대분류 합계,369852.0
1512,2008,제주특별자치도,에너지산업 연소,25852.0
