네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 10대

"날짜","건강/취미"
"2022-02-12",29
"2022-02-13",23
"2022-02-14",8
"2022-02-15",30
"2022-02-16",29
"2022-02-17",43
"2022-02-18",26
"2022-02-19",29
"2022-02-20",29
"2022-02-21",26
"2022-02-22",46
"2022-02-23",11
"2022-02-24",18
"2022-02-25",33
"2022-02-26",29
"2022-02-27",38
"2022-02-28",18
"2022-03-01",20
"2022-03-02",40
"2022-03-03",39
"2022-03-04",54
"2022-03-05",30
"2022-03-06",42
"2022-03-07",40
"2022-03-08",76
"2022-03-09",25
"2022-03-10",55
"2022-03-11",86
"2022-03-12",40
"2022-03-13",40
"2022-03-14",56
"2022-03-15",40
"2022-03-16",46
"2022-03-17",49
"2022-03-18",70
"2022-03-19",40
"2022-03-20",50
"2022-03-21",61
"2022-03-22",39
"2022-03-23",64
"2022-03-24",49
"2022-03-25",79
"2022-03-26",37
"2022-03-27",43
"2022-03-28",58
"2022-03-29",58
"2022-03-30",62
"2022-03-31",55
"2022-04-01",45
"2022-04-02",36
"2022-04-03",45
"2022-04-04",51
"2022-04-05",18
"2022-04-06",44
"2022-04-07",29
"2022-04-08",39
"2022-04-09",15
"2022-04-10",42
"2022-04-11",43
"2022-04-12",43
"2022-04-13",51
"2022-04-14",26
"2022-04-15",50
"2022-04-16",39
"2022-04-17",52
"2022-04-18",67
"2022-04-19",20
"2022-04-20",24
"2022-04-21",32
"2022-04-22",35
"2022-04-23",33
"2022-04-24",37
"2022-04-25",39
"2022-04-26",29
"2022-04-27",25
"2022-04-28",20
"2022-04-29",43
"2022-04-30",37
"2022-05-01",32
"2022-05-02",33
"2022-05-03",42
"2022-05-04",32
"2022-05-05",26
"2022-05-06",26
"2022-05-07",32
"2022-05-08",35
"2022-05-09",32
"2022-05-10",48
"2022-05-11",46
"2022-05-12",49
"2022-05-13",27
"2022-05-14",43
"2022-05-15",11
"2022-05-16",42
"2022-05-17",48
"2022-05-18",39
"2022-05-19",24
"2022-05-20",32
"2022-05-21",33
"2022-05-22",42
"2022-05-23",31
"2022-05-24",37
"2022-05-25",36
"2022-05-26",21
"2022-05-27",32
"2022-05-28",20
"2022-05-29",30
"2022-05-30",32
"2022-05-31",18
"2022-06-01",32
"2022-06-02",39
"2022-06-03",18
"2022-06-04",27
"2022-06-05",19
"2022-06-06",24
"2022-06-07",18
"2022-06-08",37
"2022-06-09",15
"2022-06-10",24
"2022-06-11",32
"2022-06-12",19
"2022-06-13",45
"2022-06-14",27
"2022-06-15",32
"2022-06-16",100
"2022-06-17",31
"2022-06-18",25
"2022-06-19",29
"2022-06-20",38
"2022-06-21",25
"2022-06-22",37
"2022-06-23",31
"2022-06-24",39
"2022-06-25",29
"2022-06-26",30
"2022-06-27",56
"2022-06-28",54
"2022-06-29",23
"2022-06-30",17
"2022-07-01",48
"2022-07-02",40
"2022-07-03",31
"2022-07-04",29
"2022-07-05",31
"2022-07-06",18
"2022-07-07",55
"2022-07-08",46
"2022-07-09",7
