네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 남성
연령별 : 40대

"날짜","건강/취미"
"2022-04-30",54
"2022-05-01",58
"2022-05-02",65
"2022-05-03",58
"2022-05-04",49
"2022-05-05",54
"2022-05-06",49
"2022-05-07",46
"2022-05-08",56
"2022-05-09",67
"2022-05-10",56
"2022-05-11",62
"2022-05-12",52
"2022-05-13",39
"2022-05-14",38
"2022-05-15",55
"2022-05-16",45
"2022-05-17",62
"2022-05-18",57
"2022-05-19",54
"2022-05-20",55
"2022-05-21",49
"2022-05-22",54
"2022-05-23",50
"2022-05-24",48
"2022-05-25",57
"2022-05-26",56
"2022-05-27",43
"2022-05-28",45
"2022-05-29",52
"2022-05-30",55
"2022-05-31",54
"2022-06-01",50
"2022-06-02",48
"2022-06-03",46
"2022-06-04",58
"2022-06-05",40
"2022-06-06",61
"2022-06-07",48
"2022-06-08",55
"2022-06-09",55
"2022-06-10",43
"2022-06-11",46
"2022-06-12",50
"2022-06-13",54
"2022-06-14",53
"2022-06-15",60
"2022-06-16",64
"2022-06-17",53
"2022-06-18",59
"2022-06-19",56
"2022-06-20",74
"2022-06-21",64
"2022-06-22",66
"2022-06-23",49
"2022-06-24",52
"2022-06-25",64
"2022-06-26",68
"2022-06-27",72
"2022-06-28",63
"2022-06-29",65
"2022-06-30",61
"2022-07-01",50
"2022-07-02",55
"2022-07-03",64
"2022-07-04",70
"2022-07-05",56
"2022-07-06",60
"2022-07-07",50
"2022-07-08",21
"2022-07-09",2
