네이버 데이터랩 쇼핑인사이트 > 분야 통계
조회분야
도서 > 건강/취미
조회기간 : 2021.07.09. ~ 2022.07.09. 일간
기기별 : 전체
성별 : 여성
연령별 : 20대

"날짜","건강/취미"
"2021-12-03",53
"2021-12-04",35
"2021-12-05",45
"2021-12-06",67
"2021-12-07",52
"2021-12-08",54
"2021-12-09",50
"2021-12-10",51
"2021-12-11",42
"2021-12-12",47
"2021-12-13",60
"2021-12-14",45
"2021-12-15",34
"2021-12-16",33
"2021-12-17",31
"2021-12-18",33
"2021-12-19",38
"2021-12-20",35
"2021-12-21",34
"2021-12-22",37
"2021-12-23",36
"2021-12-24",32
"2021-12-25",28
"2021-12-26",29
"2021-12-27",41
"2021-12-28",39
"2021-12-29",37
"2021-12-30",35
"2021-12-31",36
"2022-01-01",40
"2022-01-02",41
"2022-01-03",42
"2022-01-04",45
"2022-01-05",42
"2022-01-06",42
"2022-01-07",39
"2022-01-08",32
"2022-01-09",37
"2022-01-10",42
"2022-01-11",41
"2022-01-12",29
"2022-01-13",36
"2022-01-14",28
"2022-01-15",25
"2022-01-16",27
"2022-01-17",31
"2022-01-18",30
"2022-01-19",29
"2022-01-20",30
"2022-01-21",33
"2022-01-22",25
"2022-01-23",29
"2022-01-24",43
"2022-01-25",28
"2022-01-26",31
"2022-01-27",25
"2022-01-28",24
"2022-01-29",23
"2022-01-30",24
"2022-01-31",21
"2022-02-01",23
"2022-02-02",33
"2022-02-03",38
"2022-02-04",36
"2022-02-05",28
"2022-02-06",38
"2022-02-07",40
"2022-02-08",38
"2022-02-09",30
"2022-02-10",29
"2022-02-11",30
"2022-02-12",30
"2022-02-13",27
"2022-02-14",34
"2022-02-15",33
"2022-02-16",36
"2022-02-17",38
"2022-02-18",42
"2022-02-19",38
"2022-02-20",42
"2022-02-21",55
"2022-02-22",56
"2022-02-23",56
"2022-02-24",57
"2022-02-25",52
"2022-02-26",37
"2022-02-27",35
"2022-02-28",53
"2022-03-01",51
"2022-03-02",79
"2022-03-03",94
"2022-03-04",80
"2022-03-05",50
"2022-03-06",56
"2022-03-07",83
"2022-03-08",72
"2022-03-09",41
"2022-03-10",64
"2022-03-11",44
"2022-03-12",31
"2022-03-13",39
"2022-03-14",53
"2022-03-15",53
"2022-03-16",45
"2022-03-17",37
"2022-03-18",34
"2022-03-19",29
"2022-03-20",30
"2022-03-21",40
"2022-03-22",41
"2022-03-23",30
"2022-03-24",32
"2022-03-25",27
"2022-03-26",18
"2022-03-27",23
"2022-03-28",30
"2022-03-29",29
"2022-03-30",30
"2022-03-31",36
"2022-04-01",22
"2022-04-02",24
"2022-04-03",22
"2022-04-04",32
"2022-04-05",31
"2022-04-06",33
"2022-04-07",24
"2022-04-08",22
"2022-04-09",21
"2022-04-10",26
"2022-04-11",27
"2022-04-12",26
"2022-04-13",27
"2022-04-14",23
"2022-04-15",24
"2022-04-16",19
"2022-04-17",25
"2022-04-18",26
"2022-04-19",26
"2022-04-20",22
"2022-04-21",20
"2022-04-22",19
"2022-04-23",15
"2022-04-24",18
"2022-04-25",21
"2022-04-26",23
"2022-04-27",23
"2022-04-28",23
"2022-04-29",20
"2022-04-30",16
"2022-05-01",22
"2022-05-02",24
"2022-05-03",21
"2022-05-04",18
"2022-05-05",19
"2022-05-06",20
"2022-05-07",18
"2022-05-08",19
"2022-05-09",22
"2022-05-10",20
"2022-05-11",28
"2022-05-12",19
"2022-05-13",17
"2022-05-14",17
"2022-05-15",19
"2022-05-16",18
"2022-05-17",20
"2022-05-18",21
"2022-05-19",21
"2022-05-20",15
"2022-05-21",14
"2022-05-22",15
"2022-05-23",15
"2022-05-24",17
"2022-05-25",14
"2022-05-26",17
"2022-05-27",17
"2022-05-28",13
"2022-05-29",13
"2022-05-30",21
"2022-05-31",18
"2022-06-01",19
"2022-06-02",23
"2022-06-03",15
"2022-06-04",14
"2022-06-05",17
"2022-06-06",15
"2022-06-07",24
"2022-06-08",22
"2022-06-09",18
"2022-06-10",16
"2022-06-11",15
"2022-06-12",18
"2022-06-13",16
"2022-06-14",21
"2022-06-15",14
"2022-06-16",19
"2022-06-17",22
"2022-06-18",17
"2022-06-19",21
"2022-06-20",24
"2022-06-21",20
"2022-06-22",18
"2022-06-23",21
"2022-06-24",17
"2022-06-25",17
"2022-06-26",18
"2022-06-27",20
"2022-06-28",21
"2022-06-29",26
"2022-06-30",17
"2022-07-01",21
"2022-07-02",13
"2022-07-03",21
"2022-07-04",21
"2022-07-05",15
"2022-07-06",17
"2022-07-07",14
"2022-07-08",6
"2022-07-09",1
