통계표,CSI코드,단위,변환,2019/01,2019/02,2019/03,2019/04,2019/05,2019/06,2019/07,2019/08,2019/09,2019/10,2019/11,2019/12,2020/01,2020/02,2020/03,2020/04,2020/05,2020/06,2020/07,2020/08,2020/09,2020/10,2020/11,2020/12,2021/01,2021/02,2021/03,2021/04,2021/05,2021/06,2021/07,2021/08,2021/09,2021/10,2021/11,2021/12,2022/01,2022/02,2022/03,2022/04,2022/05,2022/06
"6.2.3. 기대인플레이션율(전국, 월)","기대인플레이션율","","원자료","2.3","2.3","2.3","2.1","2.2","2.1","2.1","2.0","1.8","1.7","1.7","1.7","1.8","1.7","1.7","1.7","1.6","1.6","1.7","1.8","1.9","1.8","1.8","1.8","1.8","2.0","2.1","2.1","2.2","2.3","2.3","2.4","2.4","2.4","2.7","2.6","2.6","2.7","2.9","3.1","3.3","3.9"
